id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest
254,Male,25,25 - 45,African-American,0,2,0,0,1,-1,16/09/2013 3:35,18/09/2013 1:39,16/09/2013,,1,M,Battery,1,(M2),0
257,Male,23,Less than 25,Hispanic,0,3,0,0,0,-1,8/09/2013 1:03,8/09/2013 2:03,7/09/2013,,2,F,"Poss3,4 Methylenedioxymethcath",0,,
258,Female,32,25 - 45,African-American,0,7,0,0,5,-1,17/02/2013 7:51,18/02/2013 10:17,17/02/2013,,1,F,Aggravated Assault W/dead Weap,0,,
259,Male,52,Greater than 45,Hispanic,0,1,0,0,2,-1,4/03/2013 10:07,7/03/2013 11:56,4/03/2013,,1,M,Leave Acc/Attend Veh/More $50,0,,
260,Male,62,Greater than 45,African-American,0,4,0,0,8,0,5/02/2013 12:23,21/02/2013 4:06,4/02/2013,,1,F,Possession of Cocaine,0,,
262,Female,37,25 - 45,Caucasian,0,10,0,0,6,-110,2/01/2013 12:30,18/04/2013 9:04,1/01/2013,,111,F,Possession of Cocaine,0,,
263,Male,55,Greater than 45,Caucasian,0,1,0,0,1,-45,27/07/2013 4:18,14/08/2013 12:12,27/07/2013,,45,F,Grand Theft in the 3rd Degree,0,,
264,Male,31,25 - 45,Hispanic,0,9,0,0,8,29,23/08/2013 5:18,18/12/2013 10:43,,25/05/2013,61,F,arrest case no charge,1,(M1),0
265,Male,28,25 - 45,African-American,0,6,0,0,6,-1,17/03/2013 9:01,18/03/2013 1:40,17/03/2013,,1,M,Resist/Obstruct W/O Violence,1,(M2),
266,Male,54,Greater than 45,Hispanic,0,1,0,0,2,-1,28/08/2013 2:23,4/03/2014 11:31,28/08/2013,,1,F,Burglary Unoccupied Dwelling,0,,
267,Male,58,Greater than 45,Hispanic,0,2,0,0,0,-1,13/03/2013 10:02,14/03/2013 2:21,13/03/2013,,1,F,Possession Of Heroin,0,,
268,Male,78,Greater than 45,Caucasian,0,1,0,0,1,-1,19/09/2014 10:36,20/09/2014 7:10,19/09/2014,,1,M,Driving Under The Influence,1,(F3),
269,Male,56,Greater than 45,Caucasian,0,1,0,0,0,-1,2/03/2014 3:51,3/03/2014 7:47,2/03/2014,,1,F,Possession of Cocaine,0,,
271,Male,24,Less than 25,Other,0,2,0,0,0,-1,13/01/2014 9:13,15/01/2014 8:37,13/01/2014,,1,F,Burglary Unoccupied Dwelling,0,,
272,Male,38,25 - 45,African-American,2,8,2,1,22,-34,6/08/2014 12:10,9/09/2014 10:37,5/08/2014,,35,F,Child Abuse,1,(M1),51
275,Male,22,Less than 25,African-American,0,5,0,0,1,0,24/04/2014 1:23,24/04/2014 1:25,23/04/2014,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M2),
277,Male,47,Greater than 45,African-American,0,8,0,0,23,-1,2/02/2013 8:19,3/02/2013 5:06,2/02/2013,,1,M,Possess Cannabis/20 Grams Or Less,1,(F3),0
278,Male,23,Less than 25,African-American,0,2,0,0,0,-1,5/01/2014 11:08,6/01/2014 12:02,5/01/2014,,1,M,Battery,1,(M1),0
279,Male,57,Greater than 45,Hispanic,0,1,0,0,1,0,25/10/2013 9:20,14/11/2013 2:05,25/10/2013,,0,F,Driving While License Revoked,0,,
280,Female,38,25 - 45,Caucasian,0,5,0,0,2,-35,5/06/2013 6:36,6/06/2013 6:23,5/06/2013,,35,F,Possession of Cocaine,1,(M1),0
281,Male,66,Greater than 45,African-American,0,1,0,0,3,-10,1/06/2013 11:04,3/06/2013 11:25,1/06/2013,,10,F,Agg Battery Grt/Bod/Harm,1,(M1),
282,Male,45,Greater than 45,Caucasian,0,4,0,0,8,0,17/02/2014 2:38,29/04/2014 4:18,17/02/2014,,0,M,Viol Injunct Domestic Violence,1,(M1),
285,Female,52,Greater than 45,Other,0,3,0,0,0,,,,,,,M,,1,(M2),
286,Male,32,25 - 45,African-American,0,10,0,0,13,289,13/06/2014 3:07,18/09/2014 7:02,27/08/2013,,1,F,Poss Cocaine/Intent To Del/Sel,1,(F3),0
287,Male,37,25 - 45,African-American,0,9,0,0,2,0,24/12/2013 3:40,24/12/2013 8:53,24/12/2013,,0,M,Battery,1,(M1),0
288,Male,39,25 - 45,Caucasian,0,4,0,0,0,0,2/03/2014 5:08,3/03/2014 3:17,2/03/2014,,0,F,Possession Of Methamphetamine,1,(M1),1
289,Male,26,25 - 45,African-American,0,9,0,0,9,0,14/11/2014 1:28,1/02/2015 8:34,13/11/2014,,1,F,Deliver Cocaine,1,(F3),0
291,Male,45,Greater than 45,Caucasian,0,3,0,0,2,-1,31/01/2013 4:11,25/01/2014 3:27,31/01/2013,,1,F,Lewd or Lascivious Molestation,0,,
293,Male,23,Less than 25,African-American,0,3,0,0,0,-1,25/04/2014 10:29,26/04/2014 9:57,25/04/2014,,1,F,Possession of Cannabis,1,(F2),0
294,Male,34,25 - 45,African-American,0,2,0,0,2,0,31/01/2014 12:35,26/02/2014 5:50,30/01/2014,,1,M,Battery,1,(F3),0
297,Female,23,Less than 25,African-American,0,4,0,0,1,-1,20/08/2013 11:57,21/08/2013 7:50,20/08/2013,,1,M,Battery,0,,
298,Male,36,25 - 45,Other,0,3,0,0,2,-1,27/01/2014 10:23,30/01/2014 10:04,27/01/2014,,1,M,Battery,1,(F2),0
299,Male,50,Greater than 45,Caucasian,0,1,0,0,1,-4,12/09/2013 9:32,14/09/2013 3:06,12/09/2013,,4,F,Sexual Performance by a Child,0,,
300,Female,37,25 - 45,Caucasian,0,3,0,0,0,-1,7/11/2013 2:53,7/11/2013 9:00,7/11/2013,,1,M,Leaving Acc/Unattended Veh,0,,
301,Male,44,25 - 45,Caucasian,0,4,0,0,4,0,6/01/2013 4:51,7/01/2013 10:41,6/01/2013,,0,M,Battery,0,,
302,Female,35,25 - 45,African-American,0,9,1,0,23,-1,12/07/2014 3:02,14/07/2014 5:19,12/07/2014,,1,F,Felony Petit Theft,1,(F3),
304,Male,24,Less than 25,Other,0,5,0,0,5,-1,7/10/2014 12:01,8/10/2014 8:26,,7/10/2014,1,F,arrest case no charge,1,(F3),
306,Male,26,25 - 45,African-American,0,10,0,0,2,-1,17/04/2013 6:43,18/04/2013 10:07,17/04/2013,,1,F,Fleeing Or Attmp Eluding A Leo,1,(F3),1
308,Male,27,25 - 45,African-American,0,2,0,0,0,-1,25/03/2013 12:25,28/03/2013 5:58,25/03/2013,,1,M,Criminal Mischief,0,,
310,Female,28,25 - 45,African-American,0,8,0,0,0,0,29/10/2013 4:01,27/11/2013 6:51,28/10/2013,,1,F,Aggrav Battery w/Deadly Weapon,0,,
311,Male,43,25 - 45,Caucasian,0,5,0,0,11,49,14/05/2013 1:49,12/09/2013 7:19,,29/01/2013,56,F,arrest case no charge,1,(M1),1
313,Female,28,25 - 45,Caucasian,0,9,0,0,7,-1,9/10/2013 9:15,10/10/2013 9:46,9/10/2013,,1,F,Felony Petit Theft,1,(F3),
315,Male,38,25 - 45,African-American,0,1,0,0,2,-1,19/03/2013 4:21,20/03/2013 9:34,19/03/2013,,1,F,Driving While License Revoked,0,,
316,Male,27,25 - 45,Caucasian,0,4,0,0,2,-36,21/01/2014 10:31,26/02/2014 10:40,21/01/2014,,36,M,Trespass Struct/Conveyance,0,,
317,Female,28,25 - 45,African-American,0,9,0,0,1,-1,1/01/2013 6:27,9/02/2013 2:24,,1/01/2013,1,F,arrest case no charge,0,,
319,Male,56,Greater than 45,Caucasian,0,1,0,0,7,-1,19/03/2013 11:00,20/03/2013 1:32,19/03/2013,,1,F,Felony Driving While Lic Suspd,1,(M2),
320,Male,38,25 - 45,African-American,0,9,0,0,15,-1,18/02/2013 9:26,20/02/2013 3:43,18/02/2013,,1,F,Possession of Cocaine,0,,
321,Male,28,25 - 45,African-American,0,5,0,0,2,-1,30/10/2013 7:57,31/10/2013 1:45,15/12/2007,,2147,M,Possess Cannabis/20 Grams Or Less,0,,
322,Male,45,Greater than 45,African-American,0,6,0,0,3,104,24/04/2013 12:56,29/11/2013 3:06,,18/12/2012,23,F,arrest case no charge,0,,
323,Male,28,25 - 45,Hispanic,0,2,0,0,0,,,,30/12/2012,,5,M,DUI Property Damage/Injury,0,,
325,Male,61,Greater than 45,Caucasian,0,1,0,0,1,-34,14/02/2013 11:17,15/02/2013 7:40,,14/02/2013,34,F,arrest case no charge,0,,
326,Female,51,Greater than 45,Caucasian,0,1,0,0,0,-1,12/01/2014 8:37,13/01/2014 2:00,12/01/2014,,1,M,Driving Under The Influence,1,(M1),0
327,Male,51,Greater than 45,Caucasian,0,2,0,0,0,-1,30/10/2013 11:27,31/10/2013 8:46,30/10/2013,,1,M,Battery,0,,
329,Male,36,25 - 45,Other,0,1,0,0,1,-1,6/01/2013 9:15,7/01/2013 11:01,6/01/2013,,1,M,Possess Cannabis/20 Grams Or Less,1,(M2),0
330,Male,48,Greater than 45,African-American,0,1,0,0,0,-1,12/01/2013 6:40,13/01/2013 9:03,12/01/2013,,1,F,Aggravated Battery (Firearm/Actual Possession),0,,
331,Male,37,25 - 45,Caucasian,0,3,0,0,4,0,17/04/2013 4:44,19/04/2013 1:08,,17/04/2013,0,F,arrest case no charge,1,(M2),3
332,Female,30,25 - 45,African-American,0,7,0,0,2,-1,12/05/2013 6:56,15/05/2013 2:06,12/05/2013,,1,F,Grand Theft in the 3rd Degree,0,,
333,Female,41,25 - 45,African-American,0,6,0,0,5,0,5/11/2013 2:09,5/11/2013 7:57,4/11/2013,,1,M,Battery,0,,
334,Male,27,25 - 45,African-American,0,10,0,0,11,-1,23/04/2013 7:22,2/12/2013 11:28,23/04/2013,,1,F,Robbery / No Weapon,1,(F3),
335,Male,37,25 - 45,African-American,0,1,0,0,0,-1,16/02/2013 7:22,18/02/2013 2:10,16/02/2013,,1,M,Battery,1,(M1),0
336,Male,33,25 - 45,Other,0,4,0,0,4,0,30/04/2014 2:37,2/05/2014 5:55,29/04/2014,,1,F,Aggravated Assault w/Firearm,1,(M1),
337,Male,54,Greater than 45,African-American,0,9,0,0,11,-1,6/05/2013 8:51,13/09/2013 5:58,6/05/2013,,1,F,Grand Theft (Motor Vehicle),0,,
338,Male,23,Less than 25,African-American,0,9,0,0,2,-1,8/05/2013 10:09,19/07/2013 6:36,8/05/2013,,1,F,Robbery / Weapon,0,,
341,Female,26,25 - 45,African-American,0,4,0,0,2,-227,14/12/2013 11:19,29/07/2014 11:06,,14/12/2013,227,F,arrest case no charge,1,(M2),
344,Male,41,25 - 45,African-American,0,1,0,0,0,0,25/01/2014 9:44,26/01/2014 6:31,25/01/2014,,0,M,Battery,0,,
345,Male,52,Greater than 45,Caucasian,0,1,0,0,0,-1,15/05/2013 11:15,16/05/2013 8:50,15/05/2013,,1,F,Burglary With Assault/battery,0,,
347,Male,43,25 - 45,Caucasian,0,4,0,0,13,0,20/02/2013 1:55,12/04/2013 9:45,19/02/2013,,1,F,Driving While License Revoked,1,(F3),0
348,Male,52,Greater than 45,African-American,0,4,0,0,0,-1,3/02/2014 3:50,17/02/2014 2:20,3/02/2014,,1,F,Uttering a Forged Instrument,0,,
349,Male,28,25 - 45,Caucasian,0,1,0,0,1,-3,14/05/2013 4:20,17/05/2013 10:53,,14/05/2013,3,F,arrest case no charge,0,,
350,Male,30,25 - 45,African-American,0,9,0,2,11,-1,5/08/2014 3:19,6/08/2014 8:40,5/08/2014,,1,M,Battery,1,(M1),0
351,Male,28,25 - 45,Caucasian,0,5,0,0,1,0,27/09/2013 4:35,3/10/2013 8:39,27/09/2013,,0,F,Criminal Mischief,0,,
354,Male,22,Less than 25,African-American,0,4,0,0,0,-1,21/02/2013 3:42,22/02/2013 1:52,21/02/2013,,1,F,Pos Cannabis W/Intent Sel/Del,0,,
355,Male,30,25 - 45,African-American,0,2,0,0,4,0,5/03/2013 4:44,5/03/2013 1:41,5/03/2013,,0,F,Driving While License Revoked,0,,
356,Male,25,25 - 45,Hispanic,0,4,0,0,4,0,3/11/2013 2:47,4/11/2013 7:59,3/11/2013,,0,F,Possession of Cannabis,0,,
357,Male,31,25 - 45,Caucasian,0,8,0,0,0,-1,30/12/2014 4:53,30/01/2015 4:31,30/12/2014,,1,F,Burglary Unoccupied Dwelling,1,(F2),0
358,Male,37,25 - 45,Caucasian,0,2,0,0,0,-1,18/04/2014 5:22,23/05/2014 5:31,18/04/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),
359,Male,32,25 - 45,African-American,0,9,1,0,14,-1,16/12/2013 5:05,17/12/2013 8:47,16/12/2013,,1,F,Aggravated Battery / Pregnant,0,,
360,Male,26,25 - 45,African-American,0,8,1,0,4,649,22/06/2015 9:31,6/09/2015 7:25,2/06/2009,,1562,M,Possess Cannabis/20 Grams Or Less,0,,
361,Male,53,Greater than 45,Caucasian,0,1,0,0,1,-1,15/01/2013 5:53,16/01/2013 7:01,15/01/2013,,1,M,Battery,0,,
362,Male,28,25 - 45,African-American,0,8,0,0,25,29,8/01/2014 11:38,3/02/2014 10:50,,1/10/2013,70,F,arrest case no charge,1,(F3),
363,Male,44,25 - 45,Caucasian,0,5,0,0,8,-1,10/04/2013 9:31,15/04/2013 9:09,10/04/2013,,1,M,Battery,1,(M1),294
364,Male,25,25 - 45,African-American,0,3,0,0,0,0,6/09/2013 1:00,6/09/2013 9:12,5/09/2013,,1,F,Grand Theft in the 3rd Degree,0,,
366,Male,22,Less than 25,Caucasian,0,8,0,1,1,0,31/01/2013 12:38,6/02/2013 11:18,31/01/2013,,0,M,Voyeurism,1,(F3),0
369,Female,37,25 - 45,Other,0,1,0,0,0,-1,8/12/2013 1:55,9/12/2013 2:00,7/12/2013,,2,M,Battery,0,,
372,Female,40,25 - 45,Other,0,2,0,0,3,-1,22/10/2013 9:03,23/10/2013 9:05,22/10/2013,,1,F,Driving While License Revoked,0,,
374,Male,36,25 - 45,Caucasian,0,7,0,0,8,150,8/08/2014 4:01,30/08/2014 8:45,11/03/2014,,0,F,Felony Driving While Lic Suspd,1,(M1),0
375,Male,30,25 - 45,Caucasian,0,2,0,0,4,-140,25/09/2013 2:54,26/11/2013 12:02,25/09/2013,,140,F,False Imprisonment,0,,
376,Male,22,Less than 25,African-American,0,9,0,0,3,161,26/08/2014 9:15,27/08/2014 4:21,22/08/2013,,208,M,Prowling/Loitering,1,(M2),128
377,Female,24,Less than 25,Caucasian,0,7,0,0,1,-32,29/08/2013 2:32,27/09/2013 6:25,29/08/2013,,32,M,Battery,1,(M1),0
378,Male,27,25 - 45,African-American,0,2,0,0,3,-44,26/05/2014 12:17,2/06/2014 6:46,24/05/2014,,46,M,Viol Prot Injunc Repeat Viol,1,(F3),0
379,Female,31,25 - 45,Hispanic,0,2,0,0,0,-1,8/03/2013 9:57,9/03/2013 7:56,8/03/2013,,1,M,Battery,0,,
381,Male,23,Less than 25,Hispanic,0,6,0,1,1,-1,30/01/2013 1:13,31/01/2013 7:24,,30/01/2013,1,F,arrest case no charge,1,(F3),1
382,Female,23,Less than 25,Caucasian,0,5,0,4,5,-1,11/03/2014 7:31,12/03/2014 1:39,,11/03/2014,1,F,arrest case no charge,1,(M1),0
383,Male,24,Less than 25,Hispanic,0,8,0,0,0,-3,1/02/2013 9:51,2/02/2013 1:42,1/02/2013,,3,M,Possess Cannabis/20 Grams Or Less,0,,
384,Male,29,25 - 45,African-American,0,3,0,0,1,-1,31/03/2014 2:14,1/04/2014 1:22,31/03/2014,,1,M,Battery,0,,
385,Male,20,Less than 25,African-American,0,8,0,0,1,-1,17/11/2013 4:24,18/11/2013 7:25,17/11/2013,,1,F,Carrying Concealed Firearm,1,(F3),0
386,Male,30,25 - 45,African-American,0,6,0,0,2,-1,13/02/2013 11:48,15/02/2013 5:23,13/02/2013,,1,F,Carrying Concealed Firearm,1,(F2),135
389,Male,39,25 - 45,Other,0,1,0,0,0,-1,11/03/2013 10:17,12/03/2013 7:59,11/03/2013,,1,F,Throw In Occupied Dwell,0,,
390,Male,27,25 - 45,African-American,0,4,0,0,4,-1,6/08/2013 9:00,7/08/2013 8:23,,6/08/2013,1,F,arrest case no charge,0,,
392,Male,31,25 - 45,Caucasian,0,4,0,0,2,812,6/10/2015 11:57,17/10/2015 7:38,,4/10/2010,1016,M,arrest case no charge,1,(F3),0
393,Female,37,25 - 45,African-American,0,1,0,0,2,0,3/12/2013 12:48,4/12/2013 7:43,,3/12/2013,0,F,arrest case no charge,0,,
396,Male,20,Less than 25,African-American,0,8,0,0,0,-1,18/02/2014 9:37,21/02/2014 4:07,18/02/2014,,1,F,Possession Burglary Tools,0,,
398,Male,22,Less than 25,Hispanic,0,7,0,1,0,0,20/04/2013 2:16,22/04/2013 3:48,20/04/2013,,0,F,"Poss3,4 Methylenedioxymethcath",0,,
399,Female,52,Greater than 45,African-American,0,1,0,0,0,-1,1/08/2013 10:03,2/08/2013 2:00,1/08/2013,,1,F,Burglary Conveyance Unoccup,0,,
400,Female,23,Less than 25,African-American,0,4,0,0,0,-1,1/08/2014 9:19,5/08/2014 4:16,1/08/2014,,1,F,Carrying Concealed Firearm,1,(M2),
402,Female,48,Greater than 45,African-American,0,2,0,0,0,-1,12/11/2013 10:24,14/11/2013 6:47,12/11/2013,,1,F,Aggravated Assault W/Dead Weap,0,,
403,Male,66,Greater than 45,African-American,0,6,0,0,8,,,,11/01/2012,,562,F,Deliver Cocaine,1,(M2),
404,Male,25,25 - 45,Caucasian,0,5,0,0,0,0,20/04/2013 2:39,20/04/2013 7:15,19/04/2013,,1,F,"Deliver 3,4 Methylenediox",0,,
405,Male,27,25 - 45,Caucasian,0,6,0,0,0,-1,7/04/2013 11:02,9/04/2013 4:14,7/04/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
406,Male,30,25 - 45,African-American,0,7,0,0,11,0,2/10/2014 3:21,3/10/2014 3:32,2/10/2014,,0,F,Unauth Poss ID Card or DL,1,(M1),0
407,Male,22,Less than 25,African-American,0,10,1,1,3,-1,10/01/2013 3:17,11/01/2013 11:36,10/01/2013,,1,M,Battery,1,(M1),0
408,Female,22,Less than 25,Caucasian,0,3,0,0,1,-1,30/12/2013 10:48,31/12/2013 9:49,30/12/2013,,1,F,Pos Cannabis W/Intent Sel/Del,0,,
409,Male,35,25 - 45,African-American,0,10,0,0,2,,,,,23/01/2014,1,F,arrest case no charge,0,,
410,Male,32,25 - 45,Caucasian,0,4,0,0,2,-232,17/01/2013 9:43,26/02/2013 11:12,,17/01/2013,232,F,arrest case no charge,0,,
411,Female,41,25 - 45,African-American,0,3,0,0,2,-1,4/08/2013 7:42,5/08/2013 6:31,4/08/2013,,1,M,Battery on Law Enforc Officer,0,,
414,Female,25,25 - 45,Other,0,2,0,0,0,-1,28/01/2014 10:39,29/01/2014 8:33,28/01/2014,,1,F,Aggravated Assault W/Dead Weap,0,,
415,Male,44,25 - 45,African-American,0,7,0,0,24,53,3/06/2013 12:59,29/09/2013 5:18,11/03/2013,,31,M,Opert With Susp DL 2nd Offens,0,,
416,Male,52,Greater than 45,African-American,0,6,0,0,3,0,10/12/2013 12:12,4/01/2014 10:22,9/12/2013,,1,F,Possession of Cocaine,1,(F3),0
417,Male,43,25 - 45,African-American,0,1,0,0,0,-1,4/04/2013 7:55,15/05/2013 8:09,4/04/2013,,1,F,Felony Battery (Dom Strang),0,,
423,Male,37,25 - 45,Caucasian,0,1,0,0,3,-4,1/03/2014 11:39,4/03/2014 9:02,,1/03/2014,4,F,arrest case no charge,0,,
424,Male,28,25 - 45,African-American,0,4,0,0,3,299,15/04/2015 9:07,18/04/2015 2:29,12/03/2014,,100,M,Possess Cannabis/20 Grams Or Less,1,(F2),0
425,Male,70,Greater than 45,Caucasian,0,1,0,0,1,-13,5/04/2013 11:19,18/04/2013 10:45,5/04/2013,,13,M,Battery,0,,
426,Male,54,Greater than 45,Caucasian,0,2,0,0,6,-266,8/10/2013 3:55,9/10/2013 2:37,13/08/2013,,322,F,Possession of Cocaine,1,(F3),0
428,Male,46,Greater than 45,Caucasian,0,4,0,0,3,-1,30/04/2013 4:31,14/05/2013 9:41,,30/04/2013,1,F,arrest case no charge,0,,
429,Male,21,Less than 25,African-American,0,9,0,0,0,-1,3/03/2013 4:32,4/03/2013 7:27,3/03/2013,,1,M,Petit Theft,1,(M2),0
430,Male,26,25 - 45,African-American,0,8,0,0,1,-1,14/07/2014 6:15,16/07/2014 2:43,14/07/2014,,1,M,Battery,1,(F3),0
431,Male,38,25 - 45,Hispanic,0,1,0,0,3,23,3/07/2013 3:38,5/07/2013 1:58,20/03/2013,,82,F,Crim Use of Personal ID Info,1,(F3),0
432,Male,34,25 - 45,Caucasian,0,4,0,0,5,-1,19/01/2014 3:20,20/01/2014 7:58,19/01/2014,,1,M,Battery,0,,
434,Male,19,Less than 25,African-American,0,5,0,0,1,-48,24/10/2014 9:01,11/12/2014 10:38,24/10/2014,,48,F,Grand Theft in the 3rd Degree,1,(M1),0
435,Male,34,25 - 45,African-American,0,4,0,0,5,-1,3/12/2013 9:45,4/12/2013 8:51,3/12/2013,,1,M,Driving License Suspended,0,,
437,Male,23,Less than 25,Caucasian,0,5,0,0,0,0,27/02/2014 12:30,28/02/2014 4:08,26/02/2014,,1,F,Aggravated Assault W/Dead Weap,1,(M2),
438,Male,34,25 - 45,African-American,0,4,0,0,5,-1,30/01/2013 11:54,2/02/2013 7:32,30/01/2013,,1,F,Possession of Oxycodone,1,(M1),1
439,Male,30,25 - 45,African-American,0,1,0,0,2,-83,3/08/2013 2:56,25/10/2013 10:49,,3/08/2013,83,F,arrest case no charge,0,,
440,Male,39,25 - 45,African-American,0,3,0,0,6,-1,4/11/2013 6:35,7/11/2013 3:15,4/11/2013,,1,F,Aggravated Battery / Pregnant,1,(M2),
441,Male,24,Less than 25,Other,0,3,0,0,0,-1,8/04/2013 8:55,9/04/2013 10:21,8/04/2013,,1,F,Failure To Return Hired Vehicle,0,,
442,Male,33,25 - 45,Caucasian,0,3,0,0,1,-93,29/03/2014 7:09,29/03/2014 9:12,29/03/2014,,93,M,Driving Under The Influence,1,(F3),0
445,Male,58,Greater than 45,Caucasian,0,3,0,0,2,-1,22/02/2013 7:47,24/02/2013 2:27,22/02/2013,,1,F,Agg Fleeing/Eluding High Speed,0,,
446,Female,21,Less than 25,African-American,0,6,0,0,0,0,1/01/2013 4:17,2/01/2013 1:14,1/01/2013,,0,M,Battery,0,,
450,Male,21,Less than 25,African-American,0,5,0,0,1,-36,4/07/2013 7:01,9/08/2013 11:23,4/07/2013,,36,F,Attempted Robbery  No Weapon,1,(F2),0
451,Male,23,Less than 25,African-American,0,8,0,1,4,-11,25/11/2013 6:26,6/12/2013 10:30,25/11/2013,,11,M,Possess Cannabis/20 Grams Or Less,1,(M1),0
452,Male,62,Greater than 45,Caucasian,0,1,0,0,0,0,5/01/2013 4:35,7/01/2013 3:18,5/01/2013,,0,F,False Imprisonment,0,,
454,Male,27,25 - 45,African-American,1,8,0,1,4,300,18/02/2014 6:54,19/02/2014 1:53,18/05/2011,,707,M,Possess Cannabis/20 Grams Or Less,1,(F3),0
456,Male,37,25 - 45,Caucasian,0,3,0,0,5,-1,1/12/2013 4:23,12/12/2013 3:25,1/12/2013,,1,F,Battery on Law Enforc Officer,0,,
457,Male,43,25 - 45,Other,0,2,0,0,2,-1,15/08/2013 6:13,23/08/2013 3:50,15/08/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),
459,Female,32,25 - 45,African-American,0,1,0,0,5,0,1/12/2013 12:02,1/12/2013 9:53,29/11/2013,,2,F,Aggrav Battery w/Deadly Weapon,0,,
461,Male,23,Less than 25,Hispanic,0,3,0,0,0,-1,30/12/2013 11:58,14/02/2014 10:05,30/12/2013,,1,F,Burglary Conveyance Unoccup,0,,
462,Male,27,25 - 45,African-American,0,1,0,0,0,0,8/04/2013 12:40,9/04/2013 7:53,7/04/2013,,1,M,Battery,0,,
463,Male,44,25 - 45,Caucasian,0,1,0,0,0,-1,1/01/2014 4:24,2/01/2014 9:45,1/01/2014,,1,M,Battery,1,(F3),0
464,Male,28,25 - 45,Caucasian,0,3,0,0,3,-1,17/02/2013 1:53,18/02/2013 1:13,17/02/2013,,1,M,Battery,1,(M2),
465,Female,42,25 - 45,Caucasian,0,2,0,0,0,-3,25/05/2013 4:27,26/05/2013 7:10,25/05/2013,,3,F,Possession of Cocaine,0,,
467,Male,24,Less than 25,Other,0,10,1,0,9,-1,15/03/2013 12:03,20/03/2013 2:58,15/03/2013,,1,F,Resist Officer w/Violence,1,(M1),1
468,Male,27,25 - 45,African-American,0,2,0,0,0,0,14/01/2014 3:37,31/01/2014 9:03,14/01/2014,,0,F,Aggrav Battery w/Deadly Weapon,0,,
469,Male,20,Less than 25,African-American,0,10,0,0,0,-1,18/08/2014 5:35,19/08/2014 1:42,18/08/2014,,1,F,Grand Theft (Motor Vehicle),1,(M2),0
474,Female,51,Greater than 45,Caucasian,0,1,0,0,0,0,22/03/2014 2:29,23/03/2014 9:07,21/03/2014,,1,M,Battery on Law Enforc Officer,0,,
475,Male,56,Greater than 45,Caucasian,0,1,0,0,0,0,11/12/2013 3:02,12/12/2013 8:42,10/12/2013,,1,M,Battery On Parking Enfor Speci,0,,
478,Male,29,25 - 45,African-American,0,9,0,0,7,-1,24/04/2013 5:02,25/04/2013 9:15,,24/04/2013,1,F,arrest case no charge,0,,
480,Male,20,Less than 25,African-American,0,9,0,0,0,-1,10/01/2014 7:41,8/08/2014 5:21,10/01/2014,,1,F,Grand Theft in the 3rd Degree,1,(MO3),0
481,Male,53,Greater than 45,Caucasian,0,1,0,0,6,-176,10/04/2013 3:34,1/10/2013 5:23,,10/04/2013,176,F,arrest case no charge,0,,
484,Male,27,25 - 45,Caucasian,0,5,0,0,8,-1,21/02/2013 7:20,30/04/2013 10:43,,21/02/2013,1,F,arrest case no charge,0,,
485,Male,24,Less than 25,African-American,0,9,1,0,2,-1,25/03/2013 2:04,13/04/2013 5:00,25/03/2013,,1,F,Burglary Structure Unoccup,1,(M1),0
487,Male,53,Greater than 45,Caucasian,0,6,0,0,36,-7,4/12/2014 8:28,6/01/2015 8:20,4/12/2014,,7,F,Corrupt Public Servant,1,(M1),
489,Male,28,25 - 45,Caucasian,0,3,0,0,2,0,4/10/2013 1:55,5/10/2013 7:07,3/10/2013,,1,M,Battery,1,(M2),
493,Male,45,Greater than 45,African-American,0,1,0,0,1,,,,12/03/2013,,1,F,Crim Use of Personal ID Info,0,,
494,Male,21,Less than 25,Hispanic,0,5,1,0,3,-22,11/07/2013 4:30,2/08/2013 6:07,11/07/2013,,22,F,Grand Theft in the 3rd Degree,1,(M1),
495,Female,36,25 - 45,African-American,0,7,0,0,0,-1,5/05/2013 8:31,17/05/2013 8:35,5/05/2013,,1,F,Aggrav Battery w/Deadly Weapon,0,,
496,Female,25,25 - 45,Caucasian,0,4,0,0,2,-2,9/01/2013 8:33,10/01/2013 9:40,9/01/2013,,2,M,Petit Theft,1,(F3),0
497,Female,23,Less than 25,Hispanic,0,3,0,0,1,0,4/04/2013 1:13,4/04/2013 11:28,3/04/2013,,1,M,Operating W/O Valid License,1,(M2),0
499,Male,28,25 - 45,Caucasian,0,5,0,0,1,-4,27/02/2014 4:28,28/02/2014 8:49,27/02/2014,,4,F,Pos Cannabis W/Intent Sel/Del,0,,
500,Female,21,Less than 25,African-American,0,8,0,0,0,-1,24/04/2013 4:54,25/04/2013 9:10,24/04/2013,,1,F,Robbery Sudd Snatch No Weapon,1,(M2),0
501,Male,36,25 - 45,Caucasian,0,3,0,0,0,-1,22/12/2013 8:25,23/12/2013 1:09,22/12/2013,,1,M,Viol Injunct Domestic Violence,0,,
